municipio,pj,url,ar,tem_pj
Santa Ernestina,Taquaritinga,http://www.mpsp.mp.br/portal/page/portal/Promotorias_de_Justica/regioes_adm/relacoes_regionais/rel_regionais_ribeirao_preto/rib_taquaritinga,Ribeirão Preto,Não
Santa Lúcia,Américo Brasiliense,http://www.mpsp.mp.br/portal/page/portal/Promotorias_de_Justica/regioes_adm/relacoes_regionais/rel_regionais_ribeirao_preto/rib_americo_brasiliense,Ribeirão Preto,Não
Serra Azul,Cravinhos,http://www.mpsp.mp.br/portal/page/portal/Promotorias_de_Justica/regioes_adm/relacoes_regionais/rel_regionais_ribeirao_preto/rib_cravinhos,Ribeirão Preto,Não
Taiaçu,Jaboticabal,http://www.mpsp.mp.br/portal/page/portal/Promotorias_de_Justica/regioes_adm/relacoes_regionais/rel_regionais_ribeirao_preto/rib_jaboticabal,Ribeirão Preto,Não
Taiúva,Jaboticabal,http://www.mpsp.mp.br/portal/page/portal/Promotorias_de_Justica/regioes_adm/relacoes_regionais/rel_regionais_ribeirao_preto/rib_jaboticabal,Ribeirão Preto,Não
Tapiratiba,Caconde,http://www.mpsp.mp.br/portal/page/portal/Promotorias_de_Justica/regioes_adm/relacoes_regionais/rel_regionais_ribeirao_preto/rib_caconde,Ribeirão Preto,Não
Taquaral,Pitangueiras,http://www.mpsp.mp.br/portal/page/portal/Promotorias_de_Justica/regioes_adm/relacoes_regionais/rel_regionais_ribeirao_preto/rib_pitangueiras,Ribeirão Preto,Não
Terra Roxa,Viradouro,http://www.mpsp.mp.br/portal/page/portal/Promotorias_de_Justica/regioes_adm/relacoes_regionais/rel_regionais_ribeirao_preto/rib_viradouro,Ribeirão Preto,Não
Trabiju,Ribeirão Bonito,http://www.mpsp.mp.br/portal/page/portal/Promotorias_de_Justica/regioes_adm/relacoes_regionais/rel_regionais_ribeirao_preto/rib_ribeirao_bonito,Ribeirão Preto,Não
Vista Alegre do Alto,Pirangi,http://www.mpsp.mp.br/portal/page/portal/Promotorias_de_Justica/regioes_adm/relacoes_regionais/rel_regionais_ribeirao_preto/rib_pirangi,Ribeirão Preto,Não
Aramina,Igarapava,http://www.mpsp.mp.br/portal/page/portal/Promotorias_de_Justica/regioes_adm/relacoes_regionais/rel_regionais_franca/fra_igarapava,Franca,Não
Buritizal,Igarapava,http://www.mpsp.mp.br/portal/page/portal/Promotorias_de_Justica/regioes_adm/relacoes_regionais/rel_regionais_franca/fra_igarapava,Franca,Não
Cristais Paulista,Franca,http://www.mpsp.mp.br/portal/page/portal/Promotorias_de_Justica/regioes_adm/relacoes_regionais/rel_regionais_franca/fra_franca,Franca,Não
Itirapuã,Patrocínio Paulista,http://www.mpsp.mp.br/portal/page/portal/Promotorias_de_Justica/regioes_adm/relacoes_regionais/rel_regionais_franca/fra_patrocinio_paulista,Franca,Não
Jeriquara,Pedregulho,http://www.mpsp.mp.br/portal/page/portal/Promotorias_de_Justica/regioes_adm/relacoes_regionais/rel_regionais_franca/fra_pedregulho,Franca,Não
Restinga,Franca,http://www.mpsp.mp.br/portal/page/portal/Promotorias_de_Justica/regioes_adm/relacoes_regionais/rel_regionais_franca/fra_franca,Franca,Não
Ribeirão Corrente,Franca,http://www.mpsp.mp.br/portal/page/portal/Promotorias_de_Justica/regioes_adm/relacoes_regionais/rel_regionais_franca/fra_franca,Franca,Não
Rifaina,Pedregulho,http://www.mpsp.mp.br/portal/page/portal/Promotorias_de_Justica/regioes_adm/relacoes_regionais/rel_regionais_franca/fra_pedregulho,Franca,Não
Sales Oliveira,Nuporanga,http://www.mpsp.mp.br/portal/page/portal/Promotorias_de_Justica/regioes_adm/relacoes_regionais/rel_regionais_franca/fra_nuporanga,Franca,Não
Santo Antônio da Alegria,Altinópolis,http://www.mpsp.mp.br/portal/page/portal/Promotorias_de_Justica/regioes_adm/relacoes_regionais/rel_regionais_franca/fra_altinopolis,Franca,Não
São José da Bela Vista,Franca,http://www.mpsp.mp.br/portal/page/portal/Promotorias_de_Justica/regioes_adm/relacoes_regionais/rel_regionais_franca/fra_franca,Franca,Não
Analândia,Itirapina,http://www.mpsp.mp.br/portal/page/portal/Promotorias_de_Justica/regioes_adm/relacoes_regionais/regioes_adm_piracicaba/reg_piracicaba_itirapina,Piracicaba,Não
Anhembi,Conchas,http://www.mpsp.mp.br/portal/page/portal/Promotorias_de_Justica/regioes_adm/relacoes_regionais/regioes_adm_piracicaba/rel_piracicaba_conchas,Piracicaba,Não
Charqueada,Piracicaba,http://www.mpsp.mp.br/portal/page/portal/Promotorias_de_Justica/regioes_adm/relacoes_regionais/regioes_adm_piracicaba/rel_piracicaba_piracicaba,Piracicaba,Não
Corumbataí,Rio Claro,http://www.mpsp.mp.br/portal/page/portal/Promotorias_de_Justica/regioes_adm/relacoes_regionais/regioes_adm_piracicaba/reg_piracicaba_rio_claro,Piracicaba,Não
Ipeúna,Rio Claro,http://www.mpsp.mp.br/portal/page/portal/Promotorias_de_Justica/regioes_adm/relacoes_regionais/regioes_adm_piracicaba/reg_piracicaba_rio_claro,Piracicaba,Não
Iracemápolis,Limeira,http://www.mpsp.mp.br/portal/page/portal/Promotorias_de_Justica/regioes_adm/relacoes_regionais/regioes_adm_piracicaba/reg_piracicaba_limeira,Piracicaba,Não
Mombuca,Capivari,http://www.mpsp.mp.br/portal/page/portal/Promotorias_de_Justica/regioes_adm/relacoes_regionais/regioes_adm_piracicaba/reg_piracicaba_capivari,Piracicaba,Não
Pereiras,Conchas,http://www.mpsp.mp.br/portal/page/portal/Promotorias_de_Justica/regioes_adm/relacoes_regionais/regioes_adm_piracicaba/rel_piracicaba_conchas,Piracicaba,Não
Rafard,Capivari,http://www.mpsp.mp.br/portal/page/portal/Promotorias_de_Justica/regioes_adm/relacoes_regionais/regioes_adm_piracicaba/reg_piracicaba_capivari,Piracicaba,Não
Saltinho,Piracicaba,http://www.mpsp.mp.br/portal/page/portal/Promotorias_de_Justica/regioes_adm/relacoes_regionais/regioes_adm_piracicaba/rel_piracicaba_piracicaba,Piracicaba,Não
Santa Cruz da Conceição,Leme,http://www.mpsp.mp.br/portal/page/portal/Promotorias_de_Justica/regioes_adm/relacoes_regionais/regioes_adm_piracicaba/reg_piracicaba_leme,Piracicaba,Não
Santa Gertrudes,Rio Claro,http://www.mpsp.mp.br/portal/page/portal/Promotorias_de_Justica/regioes_adm/relacoes_regionais/regioes_adm_piracicaba/reg_piracicaba_rio_claro,Piracicaba,Não
Santa Maria da Serra,São Pedro,http://www.mpsp.mp.br/portal/page/portal/Promotorias_de_Justica/regioes_adm/relacoes_regionais/regioes_adm_piracicaba/reg_piracicaba_sao_pedro,Piracicaba,Não
Torrinha,Brotas,http://www.mpsp.mp.br/portal/page/portal/Promotorias_de_Justica/regioes_adm/relacoes_regionais/regioes_adm_piracicaba/reg_piracicaba_brotas,Piracicaba,Não
Águas de São Pedro,São Pedro,http://www.mpsp.mp.br/portal/page/portal/Promotorias_de_Justica/regioes_adm/relacoes_regionais/regioes_adm_piracicaba/reg_piracicaba_sao_pedro,Piracicaba,Não
Bom Jesus dos Perdões,Nazaré Paulista,http://www.mpsp.mp.br/portal/page/portal/Promotorias_de_Justica/regioes_adm/relacoes_regionais/rel_regionais_campinas/cam_nazare_paulista,Campinas,Não
Elias Fausto,Monte-Mor,http://www.mpsp.mp.br/portal/page/portal/Promotorias_de_Justica/regioes_adm/relacoes_regionais/rel_regionais_campinas/reg_piracicaba_monte_mor,Campinas,Não
Engenheiro Coelho,Artur Nogueira,http://www.mpsp.mp.br/portal/page/portal/Promotorias_de_Justica/regioes_adm/relacoes_regionais/rel_regionais_campinas/cam_artur_nogueira,Campinas,Não
Estiva Gerbi,Mogi Guaçu,http://www.mpsp.mp.br/portal/page/portal/Promotorias_de_Justica/regioes_adm/relacoes_regionais/rel_regionais_campinas/cam_moji_guacu,Campinas,Não
Holambra,Artur Nogueira,http://www.mpsp.mp.br/portal/page/portal/Promotorias_de_Justica/regioes_adm/relacoes_regionais/rel_regionais_campinas/cam_artur_nogueira,Campinas,Não
Joanópolis,Piracaia,http://www.mpsp.mp.br/portal/page/portal/Promotorias_de_Justica/regioes_adm/relacoes_regionais/rel_regionais_campinas/cam_piracaia,Campinas,Não
Lindóia,Águas de Lindóia,http://www.mpsp.mp.br/portal/page/portal/Promotorias_de_Justica/regioes_adm/relacoes_regionais/rel_regionais_campinas/cam_aguas_lindoia,Campinas,Não
Monte Alegre do Sul,Amparo,http://www.mpsp.mp.br/portal/page/portal/Promotorias_de_Justica/regioes_adm/relacoes_regionais/rel_regionais_campinas/cam_amparo,Campinas,Não
Morungaba,Itatiba,http://www.mpsp.mp.br/portal/page/portal/Promotorias_de_Justica/regioes_adm/relacoes_regionais/rel_regionais_campinas/cam_itatiba,Campinas,Não
Pedra Bela,Bragança Paulista,http://www.mpsp.mp.br/portal/page/portal/Promotorias_de_Justica/regioes_adm/relacoes_regionais/rel_regionais_campinas/cam_braganca,Campinas,Não
Santo Antônio da Posse,Jaguariúna,http://www.mpsp.mp.br/portal/page/portal/Promotorias_de_Justica/regioes_adm/relacoes_regionais/rel_regionais_campinas/cam_jaguariuna,Campinas,Não
Santo Antônio do Jardim,Espirito Santo do Pinhal,http://www.mpsp.mp.br/portal/page/portal/Promotorias_de_Justica/regioes_adm/relacoes_regionais/rel_regionais_campinas/cam_espirito_santo,Campinas,Não
Tuiuti,Bragança Paulista,http://www.mpsp.mp.br/portal/page/portal/Promotorias_de_Justica/regioes_adm/relacoes_regionais/rel_regionais_campinas/cam_braganca,Campinas,Não
Vargem,Bragança Paulista,http://www.mpsp.mp.br/portal/page/portal/Promotorias_de_Justica/regioes_adm/relacoes_regionais/rel_regionais_campinas/cam_braganca,Campinas,Não
Águas da Prata,São João da Boa Vista,http://www.mpsp.mp.br/portal/page/portal/Promotorias_de_Justica/regioes_adm/relacoes_regionais/rel_regionais_campinas/cam_sao_joao,Campinas,Não
Arapeí,Bananal,http://www.mpsp.mp.br/portal/page/portal/Promotorias_de_Justica/regioes_adm/relacoes_regionais/rel_regionais_taubate/tau_bananal,Taubaté,Não
Areias,Queluz,http://www.mpsp.mp.br/portal/page/portal/Promotorias_de_Justica/regioes_adm/relacoes_regionais/rel_regionais_taubate/tau_queluz,Taubaté,Não
Canas,Lorena,http://www.mpsp.mp.br/portal/page/portal/Promotorias_de_Justica/regioes_adm/relacoes_regionais/rel_regionais_taubate/tau_lorena,Taubaté,Não
Jambeiro,Caçapava,http://www.mpsp.mp.br/portal/page/portal/Promotorias_de_Justica/regioes_adm/relacoes_regionais/rel_regionais_taubate/tau_cacapava,Taubaté,Não
Lagoinha,São Luiz do Paraitinga,http://www.mpsp.mp.br/portal/page/portal/Promotorias_de_Justica/regioes_adm/relacoes_regionais/rel_regionais_taubate/tau_sao_luiz_paraitinga,Taubaté,Não
Lavrinhas,Cruzeiro,http://www.mpsp.mp.br/portal/page/portal/Promotorias_de_Justica/regioes_adm/relacoes_regionais/rel_regionais_taubate/tau_cruzeiro,Taubaté,Não
Monteiro Lobato,São José dos Campos,http://www.mpsp.mp.br/portal/page/portal/Promotorias_de_Justica/regioes_adm/relacoes_regionais/rel_regionais_taubate/tau_sao_jose_campos,Taubaté,Não
Natividade da Serra,Paraibuna,http://www.mpsp.mp.br/portal/page/portal/Promotorias_de_Justica/regioes_adm/relacoes_regionais/rel_regionais_taubate/tau_paraibuna,Taubaté,Não
Potim,Aparecida,http://www.mpsp.mp.br/portal/page/portal/Promotorias_de_Justica/regioes_adm/relacoes_regionais/rel_regionais_taubate/tau_aparecida,Taubaté,Não
Redenção da Serra,Taubaté,http://www.mpsp.mp.br/portal/page/portal/Promotorias_de_Justica/regioes_adm/relacoes_regionais/rel_regionais_taubate/tau_taubate,Taubaté,Não
Santo Antônio do Pinhal,São Bento do Sapucaí,http://www.mpsp.mp.br/portal/page/portal/Promotorias_de_Justica/regioes_adm/relacoes_regionais/rel_regionais_taubate/tau_sao_bento_sapucai,Taubaté,Não
Silveiras,Cachoeira Paulista,http://www.mpsp.mp.br/portal/page/portal/Promotorias_de_Justica/regioes_adm/relacoes_regionais/rel_regionais_taubate/tau_cachoeira_paulista,Taubaté,Não
São José do Barreiro,Bananal,http://www.mpsp.mp.br/portal/page/portal/Promotorias_de_Justica/regioes_adm/relacoes_regionais/rel_regionais_taubate/tau_bananal,Taubaté,Não
Alambari,Itapetininga,http://www.mpsp.mp.br/portal/page/portal/Promotorias_de_Justica/regioes_adm/relacoes_regionais/rel_regionais_sorocaba/sor_itapetininga,Sorocaba,Não
Alumínio,Mairinque,http://www.mpsp.mp.br/portal/page/portal/Promotorias_de_Justica/regioes_adm/relacoes_regionais/rel_regionais_sorocaba/sor_mairinque,Sorocaba,Não
Araçariguama,São Roque,http://www.mpsp.mp.br/portal/page/portal/Promotorias_de_Justica/regioes_adm/relacoes_regionais/rel_regionais_sorocaba/sor_sao_roque,Sorocaba,Não
Araçoiaba da Serra,Sorocaba,http://www.mpsp.mp.br/portal/page/portal/Promotorias_de_Justica/regioes_adm/relacoes_regionais/rel_regionais_sorocaba/sor_sorocaba,Sorocaba,Não
Barra do Chapéu,Apiaí,http://www.mpsp.mp.br/portal/page/portal/Promotorias_de_Justica/regioes_adm/relacoes_regionais/rel_regionais_sorocaba/sor_apiai,Sorocaba,Não
Barão de Antonina,Itaporanga,http://www.mpsp.mp.br/portal/page/portal/Promotorias_de_Justica/regioes_adm/relacoes_regionais/rel_regionais_sorocaba/sor_itaporanga,Sorocaba,Não
Bofete,Porangaba,http://www.mpsp.mp.br/portal/page/portal/Promotorias_de_Justica/regioes_adm/relacoes_regionais/rel_regionais_sorocaba/sor_porangaba,Sorocaba,Não
Bom Sucesso de Itararé,Itararé,http://www.mpsp.mp.br/portal/page/portal/Promotorias_de_Justica/regioes_adm/relacoes_regionais/rel_regionais_sorocaba/sor_itarare,Sorocaba,Não
Campina do Monte Alegre,Angatuba,http://www.mpsp.mp.br/portal/page/portal/Promotorias_de_Justica/regioes_adm/relacoes_regionais/rel_regionais_sorocaba/sor_angatuba,Sorocaba,Não
Capela do Alto,Tatuí,http://www.mpsp.mp.br/portal/page/portal/Promotorias_de_Justica/regioes_adm/relacoes_regionais/rel_regionais_sorocaba/sor_tatui,Sorocaba,Não
Coronel Macedo,Taquarituba,http://www.mpsp.mp.br/portal/page/portal/Promotorias_de_Justica/regioes_adm/relacoes_regionais/rel_regionais_sorocaba/bau_taquarituba,Sorocaba,Não
Guapiara,Capão Bonito,http://www.mpsp.mp.br/portal/page/portal/Promotorias_de_Justica/regioes_adm/relacoes_regionais/rel_regionais_sorocaba/sor_capao_bonito,Sorocaba,Não
Guareí,Porangaba,http://www.mpsp.mp.br/portal/page/portal/Promotorias_de_Justica/regioes_adm/relacoes_regionais/rel_regionais_sorocaba/sor_porangaba,Sorocaba,Não
Iperó,Boituva,http://www.mpsp.mp.br/portal/page/portal/Promotorias_de_Justica/regioes_adm/relacoes_regionais/rel_regionais_sorocaba/sor_boituva,Sorocaba,Não
Itapirapuã Paulista,Apiaí,http://www.mpsp.mp.br/portal/page/portal/Promotorias_de_Justica/regioes_adm/relacoes_regionais/rel_regionais_sorocaba/sor_apiai,Sorocaba,Não
Itaóca,Apiaí,http://www.mpsp.mp.br/portal/page/portal/Promotorias_de_Justica/regioes_adm/relacoes_regionais/rel_regionais_sorocaba/sor_apiai,Sorocaba,Não
Jumirim,Tietê,http://www.mpsp.mp.br/portal/page/portal/Promotorias_de_Justica/regioes_adm/relacoes_regionais/rel_regionais_sorocaba/soro_tiete,Sorocaba,Não
Nova Campina,Itapeva,http://www.mpsp.mp.br/portal/page/portal/Promotorias_de_Justica/regioes_adm/relacoes_regionais/rel_regionais_sorocaba/sor_itapeva,Sorocaba,Não
Quadra,Tatuí,http://www.mpsp.mp.br/portal/page/portal/Promotorias_de_Justica/regioes_adm/relacoes_regionais/rel_regionais_sorocaba/sor_tatui,Sorocaba,Não
Ribeira,Apiaí,http://www.mpsp.mp.br/portal/page/portal/Promotorias_de_Justica/regioes_adm/relacoes_regionais/rel_regionais_sorocaba/sor_apiai,Sorocaba,Não
Ribeirão Branco,Itapeva,http://www.mpsp.mp.br/portal/page/portal/Promotorias_de_Justica/regioes_adm/relacoes_regionais/rel_regionais_sorocaba/sor_itapeva,Sorocaba,Não
Ribeirão Grande,Capão Bonito,http://www.mpsp.mp.br/portal/page/portal/Promotorias_de_Justica/regioes_adm/relacoes_regionais/rel_regionais_sorocaba/sor_capao_bonito,Sorocaba,Não
Riversul,Itaporanga,http://www.mpsp.mp.br/portal/page/portal/Promotorias_de_Justica/regioes_adm/relacoes_regionais/rel_regionais_sorocaba/sor_itaporanga,Sorocaba,Não
Sarapuí,Itapetininga,http://www.mpsp.mp.br/portal/page/portal/Promotorias_de_Justica/regioes_adm/relacoes_regionais/rel_regionais_sorocaba/sor_itapetininga,Sorocaba,Não
Tapiraí,Piedade,http://www.mpsp.mp.br/portal/page/portal/Promotorias_de_Justica/regioes_adm/relacoes_regionais/rel_regionais_sorocaba/sor_piedade,Sorocaba,Não
Taquarivaí,Itapeva,http://www.mpsp.mp.br/portal/page/portal/Promotorias_de_Justica/regioes_adm/relacoes_regionais/rel_regionais_sorocaba/sor_itapeva,Sorocaba,Não
Torre de Pedra,Porangaba,http://www.mpsp.mp.br/portal/page/portal/Promotorias_de_Justica/regioes_adm/relacoes_regionais/rel_regionais_sorocaba/sor_porangaba,Sorocaba,Não
Biritiba Mirim,Mogi das Cruzes,http://www.mpsp.mp.br/portal/page/portal/Promotorias_de_Justica/regioes_adm/relacoes_regionais/gsp/mogi_das_cruzes,Grande São Paulo,Não
Igaratá,Santa Isabel,http://www.mpsp.mp.br/portal/page/portal/Promotorias_de_Justica/regioes_adm/relacoes_regionais/gsp/santa_isabel,Grande São Paulo,Não
Barra do Turvo,Jacupiranga,http://www.mpsp.mp.br/portal/page/portal/Promotorias_de_Justica/regioes_adm/relacoes_regionais/rel_regionais_vale_do_ribeira/vlribeira_jacupiranga,Vale do Ribeira,Não
Cajati,Jacupiranga,http://www.mpsp.mp.br/portal/page/portal/Promotorias_de_Justica/regioes_adm/relacoes_regionais/rel_regionais_vale_do_ribeira/vlribeira_jacupiranga,Vale do Ribeira,Não
Ilha Comprida,Iguape,http://www.mpsp.mp.br/portal/page/portal/Promotorias_de_Justica/regioes_adm/relacoes_regionais/rel_regionais_vale_do_ribeira/vlribeira_iguape,Vale do Ribeira,Não
Iporanga,Eldorado,http://www.mpsp.mp.br/portal/page/portal/Promotorias_de_Justica/regioes_adm/relacoes_regionais/rel_regionais_vale_do_ribeira/vlribeira_eldorado,Vale do Ribeira,Não
Pedro de Toledo,Itariri,http://www.mpsp.mp.br/portal/page/portal/Promotorias_de_Justica/regioes_adm/relacoes_regionais/rel_regionais_vale_do_ribeira/vlribeira_itariri,Vale do Ribeira,Não
Sete Barras,Registro,http://www.mpsp.mp.br/portal/page/portal/Promotorias_de_Justica/regioes_adm/relacoes_regionais/rel_regionais_vale_do_ribeira/vlribeira_registro,Vale do Ribeira,Não
